identifiant	tei:title	marc:titre_propre	site:nom	site:prenom	Nom:majuscules	Nom :capitalisés 	Idref:key	Idref:url	site:promotion	benc:pp	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel	Commentaire	benc:volume	benc:autorite?	site:id?	Date d'édition	Promotion	TOME	"COTE Thèse AN 
AB XXVIII "	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état
ENCPOS_1981_08	Eugène_Janvier_de_la_Motte, préfet de l’Eure (1856-1868)	Eugène Janvier de la Motte, préfet de l’Eure (1856-1868)	Defrance	Jean-Pierre	JEAN-PIERRE DEFRANCE	Jean-Pierre Defrance			1981	83-92	defrance	1	1856	1868				26-1980-1983	Defrance, Jean-Pierre	198108		1981					1856-1868	24,5x15,5		bon état
ENCPOS_1981_09	Histoire sociale de la bourgeoisie de Douai de 1280 à 1350	Histoire sociale de la bourgeoisie de Douai de 1280 à 1350	Dhérent	Catherine	CATHERINE DHÉRENT	Catherine Dhérent			1981	93-104	dherent	2	1280	1350				26-1980-1983	Dhérent, Catherine	198109		1981					1280-1350	24,5x15,5	1991THESE09	bon état
ENCPOS_1981_10	Recherches sur l’iconographie de Job des origines de l’art chrétien jusqu’au <abbr>xiii<sup>e</sup></abbr> siècle	Recherches sur l’iconographie de Job des origines de l’art chrétien jusqu’au xiiie siècle	Durand	Jannic	JANNIC DURAND	Jannic Durand			1981	105-113	durand		0	1300				26-1980-1983	Durand, Jannic	198110		1981			149382669		0-1300	24,5x15,5		bon état
ENCPOS_1981_11	L’architecture religieuse du gothique tardif en Lorraine occidentale	L’architecture religieuse du gothique tardif en Lorraine occidentale	Fréchet	Georges	GEORGES FRÉCHET	Georges Fréchet			1981	115-120	frechet	1	1450	1599				26-1980-1983	Fréchet, Georges	198111		1981					1450-1599	24,5x15,5		bon état
ENCPOS_1981_12	Recherches sur l’origine et la diffusion du culte de saint_Saturnin de Toulouse (des origines au concile_de_Trente)	Recherches sur l’origine et la diffusion du culte de saint Saturnin de Toulouse (des origines au concile de Trente)	Gilles	Anne-Véronique	ANNE-VÉRONIQUE GILLES	Anne-Véronique Gilles			1981	121-133	gilles	2	250	1545				26-1980-1983	Gilles, Anne-Véronique	198112		1981					250-1545	24,5x15,5		bon état
ENCPOS_1981_13	La seigneurie des évêques de Beauvais et de Noyon (X<sup>e</sup> siècle – début du <abbr>xiii<sup>e</sup></abbr> siècle)	La seigneurie temporelle des évêques de Beauvais et de Noyon (xe siècle – début du xiiie siècle)	Guyotjeannin	Olivier	OLIVIER GUYOTJEANNIN	Olivier Guyotjeannin			1981	135-144	guyotjeannin	1	900	1299	1			26-1980-1983	Guyotjeannin, Olivier	198113		1981					900-1299	24,5x15,5		bon état
ENCPOS_1981_14	Les suisses au service de France. Étude sociologique et économique (1765-1792)	Les suisses au service de France. Étude sociologique et économique (1763-1792)	Hausmann	Germain	GERMAIN HAUSMANN	Germain Hausmann			1981	145-155	hausmann	1	1765	1792				26-1980-1983	Hausmann, Germain	198114		1981					1765-1792	24,5x15,5		bon état
ENCPOS_1981_15	L’agitation nationaliste à Paris (1898-1900) et les élections municipales de 1900	L’agitation nationaliste à Paris (1898-1900) et les élections municipales de 1900	Joly	Bertrand	BERTRAND JOLY	Bertrand Joly			1981	157-167	joly	1	1898	1900				26-1980-1983	Joly, Bertrand	198115		1981					1898-1900	24,5x15,5		bon état
ENCPOS_1981_16	Les maîtres_des_Requêtes_de_l_Hôtel nommés depuis 1771. Étude sociale	Les maîtres des Requêtes de l’Hôtel nommés depuis 1771. Étude sociale	Nicolas-Simonet	Sylvie	SYLVIE NICOLAS-SIMONET	Sylvie Nicolas-Simonet			1981	169-178	nicolas	2	1771	1789				26-1980-1983	Nicolas-Simonet, Sylvie	198116		1981					1771-1789	24,5x15,5		bon état
ENCPOS_1981_17	Un exemple de l’éducation des filles au <abbr>xix<sup>e</sup></abbr> siècle par les congrégations religieuses : le Sacré-Cœur de Paris (1816-1874)	Un exemple de l’éducation des filles au xixe siècle par les congrégations religieuses : le Sacré-Cœur de Paris (1816-1874)	Nobécourt	Marie-Dominique	MARIE-DOMINIQUE NOBÉCOURT	Marie-Dominique Nobécourt			1981	179-189	nobecourt	2	1816	1874				26-1980-1983	Nobécourt, Marie-Dominique	198117		1981					1816-1874	24,5x15,5		bon état
ENCPOS_1981_18	Le culte des saints en Sologne aux <abbr>xix<sup>e</sup></abbr> et <abbr>xx<sup>e</sup></abbr> siècles	Le culte des saints en Sologne aux xixe et xxe siècles	Notter	Annick	ANNICK NOTTER	Annick Notter			1981	191-200	notter	2	1800	1981				26-1980-1983	Notter, Annick	198118		1981					1800-1981	24,5x15,5		bon état
ENCPOS_1981_19	Recherches sur l’Académie royale de musique (Opéra français) sous la seconde Restauration (1815-1830)	Recherches sur l’Académie royale de musique (Opéra français) sous la seconde Restauration (1815-1830)	Ozanam	Yves	YVES OZANAM	Yves Ozanam			1981	201-211	ozanam	1	1815	1830				26-1980-1983	Ozanam, Yves	198119		1981					1815-1830	24,5x15,5		bon état
ENCPOS_1981_20	Le Centenaire de la Révolution française	Le Centenaire de la Révolution française	Philippe	Annie	ANNIE PHILIPPE	Annie Philippe			1981	213-223	philippe	2	1889	1889				26-1980-1983	Philippe, Annie	198120		1981					1889-1889	24,5x15,5		bon état
ENCPOS_1981_NEXT		pages postliminaires							1981	-225								26-1980-1983												
ENCPOS_1981_PREV		pages liminaires							1981	0-8								26-1980-1983												
ENCPOS_1982_01	Les biens fiscaux et les palais des mérovingiens aux premiers Capétiens, dans les vallées de l’Oise et de l’Aisne	Les biens fiscaux et les palais des mérovingiens aux premiers Capétiens, dans les vallées de l’Oise et de l’Aisne	Barbier	Josiane	JOSIANE BARBIER	Josiane Barbier			1982	9-17	barbier	2	500	1050				26-1980-1983	Barbier, Josiane	198201		1982					500-1050	24,5x15,5		bon état
ENCPOS_1982_02	Ambassadeurs et ministres de France de 1748 à 1791. Étude institutionnelle et sociale	Ambassadeurs et ministres de France de 1748 à 1791. Étude institutionnelle et sociale	Bénazet	Claire	CLAIRE BÉNAZET	Claire Bénazet			1982	19-28	benazet	2	1748	1791				26-1980-1983	Bénazet, Claire	198202		1982					1748-1791	24,5x15,5		bon état
ENCPOS_1982_03	Les orfèvres et le commerce de l’orfèvrerie de Paris sous les derniers Valois (1547-1589)	Les orfèvres et le commerce de l’orfèvrerie de Paris sous les derniers Valois (1547-1589)	Bimbenet-Privat	Michèle	MICHÈLE BIMBENET-PRIVAT	Michèle Bimbenet-Privat			1982	29-38	bimbenet	2	1547	1589				26-1980-1983	Bimbenet-Privat, Michèle	198203		1982					1547-1589	24,5x15,5		bon état
ENCPOS_1982_04	L’action pastorale d’Henry_Arnauld, évêque d’Angers (1650-1692)	L’action pastorale d’Henry Arnauld, évêque d’Angers (1650-1692)	Bonnot	Isabelle	ISABELLE BONNOT	Isabelle Bonnot			1982	39-49	bonnot	2	1650	1692				26-1980-1983	Bonnot, Isabelle	198204		1982					1650-1692	24,5x15,5		bon état
ENCPOS_1982_05	Joseph_Reinach avant l’affaire Dreyfus : un exemple de l’assimilation politique des juifs de France au début de la Troisième_République	Joseph Reinach avant l’affaire Dreyfus : un exemple de l’assimilation politique des juifs de France au début de la Troisième République	Casset	Corinne	CORINNE CASSET	Corinne Casset			1982	51-58	casset	2	1870	1899				26-1980-1983	Casset, Corinne	198205		1982					1870-1899	24,5x15,5		bon état
ENCPOS_1982_06	La chancellerie près le parlement de Bretagne	La chancellerie près le parlement de Bretagne	Courville, De	Loïc	LOÏC DE COURVILLE	Loïc de Courville			1982	59-65	courville	1	1500	1789				26-1980-1983	Courville, De, Loïc	198206		1982					1500-1789	24,5x15,5		bon état
ENCPOS_1982_07	Recherches sur les incunables illustrés : les éditions lyonnaises d’une <i>Vie_de_Jésus</i>	Recherches sur les incunables illustrés : les éditions lyonnaises d’une « Vie de Jésus-Christ »	Grandon	Dominique	DOMINIQUE GRANDON	Dominique Grandon			1982	67-73	grandon		1500	1599				26-1980-1983	Grandon, Dominique	198207		1982					1500-1599	24,5x15,5		bon état
ENCPOS_1982_08	Gérard_de_Solo, maître de l’université de médecine de Montpellier et praticien au <abbr>xiv<sup>e</sup></abbr> siècle	Gérard de Solo, maître de l’université de médecine de Montpellier et praticien au xive siècle	Guénoun	Anne-Sylvie	ANNE-SYLVIE GUÉNOUN	Anne-Sylvie Guénoun			1982	75-82	guenoun	2	1300	1399				26-1980-1983	Guénoun, Anne-Sylvie	198208		1982					1300-1399	24,5x15,5		bon état
ENCPOS_1982_09	Recueil des actes de la Chartreuse_de_Portes (1115-1250)	Recueil des actes de la Chartreuse de Portes (1115-1250)	Heckmann	Thierry	THIERRY HECKMANN	Thierry Heckmann			1982	83-90	hkmann	1	1115	1250				26-1980-1983	Heckmann, Thierry	198209		1982					1115-1250	24,5x15,5		bon état
ENCPOS_1982_10	Administration et personnels administratifs en Crète vénitienne au <abbr>xvi<sup>e</sup></abbr> siècle	Administration et personnels administratifs en Crète vénitienne au xvie siècle	Karapidakis	Nicolas	NICOLAS KARAPIDAKIS	Nicolas Karapidakis			1982	91-97	karapidakis	1	1500	1599				26-1980-1983	Karapidakis, Nicolas	198210		1982					1500-1599	24,5x15,5		bon état
ENCPOS_1982_11	Les origines des lois de 1905 et 1910 sur l’assistance aux vieillards et sur les retraites	Les origines des lois de 1905 et 1910 sur l’assistance aux vieillards et sur les retraites	Meignien	Élisabeth	ÉLISABETH MEIGNIEN	Élisabeth Meignien			1982	99-107	meignien	2	1905	1910				26-1980-1983	Meignien, Élisabeth	198211		1982					1905-1910	24,5x15,5		bon état
ENCPOS_1982_12	Les chartes de l’abbaye Saint-Pierre_de_Corbie (988-1196)	Les chartes de l’abbaye Saint-Pierre de Corbie (988-1196)	Morelle	Laurent	LAURENT MORELLE	Laurent Morelle			1982	109-116	morelle	1	988	1196				26-1980-1983	Morelle, Laurent	198212		1982					988-1196	24,5x15,5		bon état
ENCPOS_1982_13	L’ambassade du comte de Saint-Priest à Constantinople (1768-1784)	L’ambassade du comte de Saint-Priest à Constantinople (1768-1784)	Nathan	Isabelle	ISABELLE NATHAN	Isabelle Nathan			1982	117-127	nathan	2	1768	1784				26-1980-1983	Nathan, Isabelle	198213		1982					1768-1784	24,5x15,5		bon état
ENCPOS_1982_14	Hôpitaux, léproseries et bodomies à Rodez du milieu du <abbr>xiv<sup>e</sup></abbr> siècle à 1676	Hôpitaux, léproseries et bodomies de Rodez du milieu du xive siècle à 1676	Nougaret	Roger	ROGER NOUGARET	Roger Nougaret			1982	129-138	nougaretr	1	1300	1676				26-1980-1983	Nougaret, Roger	198215		1982					1300-1676	24,5x15,5		bon état
ENCPOS_1982_15	Misère et assistance dans le diocèse de Rennes au <abbr>xviii<sup>e</sup></abbr> siècle	Misère et assistance dans le diocèse de Rennes au xviiie siècle	Nougaret-Chapalain	Christine	CHRISTINE NOUGARET-CHAPALAIN	Christine Nougaret-Chapalain			1982	139-146	nougaretc	2	1700	1799	1			26-1980-1983	Nougaret-Chapalain, Christine	198214		1982					1700-1799	24,5x15,5		bon état
ENCPOS_1982_16	Le <i>De_Arte_poetica</i> de M. H. Vida (1527). Traduction et Commentaire	Le « De Arte poetica » de M. H. Vida (1527). Traduction et Commentaire	Pasquignon	Anne	ANNE PASQUIGNON	Anne Pasquignon			1982	147-153	pasquignon	2	1527	1527				26-1980-1983	Pasquignon, Anne	198216		1982					1527-1527	24,5x15,5		bon état
ENCPOS_1982_17	Iconographie de l’histoire de Joseph_d_Arimathie (le <i>Joseph</i> en prose et l’<i>Estoire_del_saint_Graal</i>) dans les manuscrits des <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles	Iconographie de l’histoire de Joseph d’Arimathie (le « Joseph » en prose et l’ »Estoire del saint Graal ») dans les manuscrits des xiiie et xive siècles	Remak	Élisabeth	ELISABETH REMAK	Elisabeth Remak			1982	155-162	remak	2	1200	1399				26-1980-1983	Remak, Élisabeth	198217		1982					1200-1399	24,5x15,5		bon état
ENCPOS_1982_18	Le spectacle cinématographique à Paris de 1895 à 1914	Le spectacle cinématographique à Paris de 1895 à 1914	Toulet	Emmanuelle	EMMANUELLE TOULET	Emmanuelle Toulet			1982	163-169	toulet	2	1895	1914				26-1980-1983	Toulet, Emmanuelle	198218		1982					1895-1914	24,5x15,5		bon état
ENCPOS_1982_19	La politique de la France à l’égard du Canada (1748-1760)	La politique de la France à l’égard du Canada (1748-1760)	Tranchard	Denis	DENIS TRANCHARD	Denis Tranchard			1982	171-180	tranchard	1	1748	1760				26-1980-1983	Tranchard, Denis	198219		1982					1748-1760	24,5x15,5		bon état
ENCPOS_1982_20	Féminisme et journalisme, <i>La_Fronde</i> (1897-1905). Histoire d’une entreprise de presse	Féminisme et journalisme « La Fronde » (1897-1905). Histoire d’une entreprise de presse	Welfelé	Odile	ODILE WELFELÉ	Odile Welfelé			1982	181-188	welfele	2	1897	1905				26-1980-1983	Welfelé, Odile	198220		1982					1897-1905	24,5x15,5		bon état
ENCPOS_1982_21	Recherches sur l’activité politique et diplomatique de Henri_de_La_Tour, vicomte de Turenne, (1573-1623) puis duc de Bouillon 	Recherches sur l’activité politique et diplomatique de Henri de La Tour, vicomte de Turenne puis duc de Bouillon (1573-1623)	Zuber	Henri	HENRI ZUBER	Henri Zuber			1982	189-200	zuber	1	1573	1623				26-1980-1983	Zuber, Henri	198221		1982					1573-1623	24,5x15,5		bon état
ENCPOS_1982_NEXT		pages postliminaires							1982	-201								26-1980-1983												
ENCPOS_1982_PREV		pages liminaires							1982	0-8								26-1980-1983												
ENCPOS_1983_01	La chancellerie près le Parlement de Bretagne	La chancellerie près le Parlement de Bretagne	Bernard De Courville	Loïc	LOÏC BERNARD DE COURVILLE	Loïc Bernard de Courville			1983	9-16	bernarddecourville	1	1500	1789				26-1980-1983	Bernard De Courville, Loïc	198301		1983					1500-1789	24,5x15,5		bon état
ENCPOS_1983_02	L’utilisation civile du cheval à Paris de 1850 à 1914	L’utilisation civile du cheval à Paris de 1850 à 1914	Bouchet-Brun	Ghislaine	GHISLAINE BOUCHET-BRUN	Ghislaine Bouchet-Brun			1983	17-24	bouchet	2	1850	1914				26-1980-1983	Bouchet-Brun, Ghislaine	198302		1983					1850-1914	24,5x15,5		bon état
ENCPOS_1983_03	Peuplement rural, économie et société dans l’ancien diocèse de Soissons (XI<sup>e</sup>-XII<sup>e</sup> siècles)	Peuplement rural, économie et société dans l’ancien diocèse de Soissons (xie-xiie siècles)	Brunel	Ghislain	GHISLAIN BRUNEL	Ghislain Brunel			1983	25-33	brunel	1	1000	1199				26-1980-1983	Brunel, Ghislain	198303		1983					1000-1199	24,5x15,5		bon état
ENCPOS_1983_04	La spiritualité d’un chrétien du <abbr>xiv<sup>e</sup></abbr> siècle : Philippe_de_Mézières (1327 ?-1405)	La spiritualité d’un chrétien du xive siècle : Philippe de Mézières (1327 ?-1405)	Caudron	Olivier	OLIVIER CAUDRON	Olivier Caudron			1983	35-45	caudron	1	1327	1405				26-1980-1983	Caudron, Olivier	198304		1983					1327-1405	24,5x15,5		bon état
ENCPOS_1983_05	Les Français et la Russie dans la première moitié du <abbr>xviii<sup>e</sup></abbr> siècle : la famille Delisle et les milieux savants	Les Français et la Russie dans la première moitié du xviiie siècle : la famille Delisle et les milieux savants	Chabin	Marie-Anne	MARIE-ANNE CHABIN	Marie-Anne Chabin			1983	47-56	chabin	2	1700	1750				26-1980-1983	Chabin, Marie-Anne	198305		1983					1700-1750	24,5x15,5		bon état
ENCPOS_1983_06	Lyon et le pouvoir central (1685-1715)	Lyon et le pouvoir central (1685-1715)	Cuer	Georges	GEORGES CUER	Georges Cuer			1983	57-65	cuer	1	1685	1715				26-1980-1983	Cuer, Georges	198306		1983					1685-1715	24,5x15,5		bon état
ENCPOS_1983_07	La sénéchaussée de Toulouse : les sénéchaux et leur administration (vers 1389-1414)	La sénéchaussée de Toulouse : les sénéchaux et leur administration (vers 1389-1414)	Delabruyere	Isabelle	ISABELLE DELABRUYERE	Isabelle Delabruyere			1983	67-75	delabruyere	2	1389	1414				26-1980-1983	Delabruyere, Isabelle	198307		1983					1389-1414	24,5x15,5	1999THESE45	bon état
ENCPOS_1983_08	Le <i>Roman_de_Tristan</i> en prose. Édition critique et commentaire de l’épisode du Château_des_Pucelles	Le Roman de Tristan en prose. Édition critique et commentaire de l’épisode du Château des Pucelles	Delcourt	Thierry	THIERRY DELCOURT	Thierry Delcourt			1983	77-82	delcourt	1	1230	1240				26-1980-1983	Delcourt, Thierry	198308		1983			14965605X		1230-1240	24,5x15,5		bon état
ENCPOS_1983_09	Le port de Toulon pendant la guerre_d_Indépendance_américaine (1778-1783)	Le port de Toulon pendant la guerre d’Indépendance américaine (1778-1783)	Deleau	Christine	CHRISTINE DELEAU	Christine Deleau			1983	83-91	deleau	2	1778	1783				26-1980-1983	Deleau, Christine	198309		1983					1778-1783	24,5x15,5		bon état
ENCPOS_1983_10	Colbert et la Suède (1661-1683)	Colbert et la Suède (1661-1683)	Gielen-Tisserand	Agnès	AGNÈS GIELEN-TISSERAND	Agnès Gielen-Tisserand			1983	93-104	gielen	2	1661	1683				26-1980-1983	Gielen-Tisserand, Agnès	198310		1983					1661-1683	24,5x15,5		bon état
ENCPOS_1983_11	les luthiers de Mirecourt aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles	les luthiers de Mirecourt aux xviie et xviiie siècles	Gouillart	Noëlle	NOËLLE GOUILLART	Noëlle Gouillart			1983	105-111	gouillart	2	1600	1799				26-1980-1983	Gouillart, Noëlle	198311		1983					1600-1799	24,5x15,5		bon état
ENCPOS_1983_12	Service des vivres et munitionnaires sous l’Ancien_Régime : la fourniture du pain de munition aux troupes de Flandre et d’Allemagne de 1701 à 1710	Service des vivres et munitionnaires sous l’Ancien Régime : la fourniture du pain de munition aux troupes de Flandre et d’Allemagne de 1701 à 1710	Iung	Jean-Éric	JEAN-ÉRIC IUNG	Jean-Éric Iung			1983	113-122	iung	1	1701	1710				26-1980-1983	Iung, Jean-Éric	198312		1983					1701-1710	24,5x15,5		bon état
ENCPOS_1983_13	Un intendant de la marine à Brest : Gilles_Hocquart (1749-1765)	Un intendant de la marine à Brest : Gilles Hocquart (1749-1765)	Le Roc’h-Morgère	Louis	LOUIS LE ROC’H-MORGÈRE	Louis Le Roc’h-Morgère			1983	123-133	lerochmorguere	1	1749	1765				26-1980-1983	Le Roc’h-Morgère, Louis	198313		1983					1749-1765	24,5x15,5		bon état
ENCPOS_1983_14	Du paternalisme aux conventions collectives. La politique sociale de la Société_des_hauts-fourneaux_et_fonderies de Pont-à-Mousson jusqu’en 1939	Du paternalisme aux conventions collectives. La politique sociale de la Société des hauts-fourneaux et fonderies de Pont-à-Mousson jusqu’en 1939	Luquet	Jean	JEAN LUQUET	Jean Luquet			1983	135-142	luquet	1	1886	1939				26-1980-1983	Luquet, Jean	198314		1983					1886-1939	24,5x15,5		bon état
ENCPOS_1983_15	Edmond_Richer et la réforme de l’Université de Paris (1594-1610)	Edmond Richer et la réforme de l’Université de Paris (1594-1610)	Magnaudet-Barthe	Anne	ANNE MAGNAUDET-BARTHE	Anne Magnaudet-Barthe			1983	143-149	magnaudet	2	1594	1610				26-1980-1983	Magnaudet-Barthe, Anne	198315		1983					1594-1610	24,5x15,5		bon état
ENCPOS_1983_16	Les théâtres des foires Saint-Germain et Saint-Laurent dans la première moitié du <abbr>xviii<sup>e</sup></abbr> siècle (1697-1762)	Les théâtres des foires Saint-Germain et Saint-Laurent dans la première moitié du xviiie siècle (1697-1762)	Paul	Agnès	AGNÈS PAUL	Agnès Paul			1983	151-159	paul	2	1697	1762				26-1980-1983	Paul, Agnès	198316		1983					1697-1762	24,5x15,5		bon état
